Tarih,TP_DK_USD_S_YTL
2018-07-24,4.7624
2018-07-25,4.7861
2018-07-26,4.8628
2018-07-27,4.827
2018-07-28,
2018-07-29,
2018-07-30,4.8655
2018-07-31,4.8938
2018-08-01,4.9087
2018-08-02,4.9312
2018-08-03,5.0595
2018-08-04,
2018-08-05,
2018-08-06,5.087
2018-08-07,5.1557
2018-08-08,5.2729
2018-08-09,5.2908
2018-08-10,5.4085
2018-08-11,
2018-08-12,
2018-08-13,5.9496
2018-08-14,6.8922
2018-08-15,6.5583
2018-08-16,6.1471
2018-08-17,5.8087
2018-08-18,
2018-08-19,
2018-08-20,6.0052
2018-08-21,
2018-08-22,
2018-08-23,
2018-08-24,
2018-08-25,
2018-08-26,
2018-08-27,6.0052
2018-08-28,6.2012
2018-08-29,6.2298
2018-08-30,
2018-08-31,6.4178
2018-09-01,
2018-09-02,
2018-09-03,6.5616
2018-09-04,6.6333
2018-09-05,6.6918
2018-09-06,6.6944
2018-09-07,6.5981
2018-09-08,
2018-09-09,
2018-09-10,6.4807
2018-09-11,6.4649
2018-09-12,6.4654
2018-09-13,6.406
2018-09-14,6.3681
2018-09-15,
2018-09-16,
2018-09-17,6.0768
2018-09-18,6.272
2018-09-19,6.375
2018-09-20,6.3208
2018-09-21,6.2831
2018-09-22,
2018-09-23,
2018-09-24,6.2784
2018-09-25,6.2399
2018-09-26,6.135
2018-09-27,6.1353
2018-09-28,6.0862
2018-09-29,
2018-09-30,
2018-10-01,6.001
2018-10-02,5.9767
2018-10-03,6.019
2018-10-04,6.0397
2018-10-05,6.1354
2018-10-06,
2018-10-07,
2018-10-08,6.1654
2018-10-09,6.1626
2018-10-10,6.1266
2018-10-11,6.0995
2018-10-12,5.9941
2018-10-13,
2018-10-14,
2018-10-15,5.9149
2018-10-16,5.8218
2018-10-17,5.7898
2018-10-18,5.6928
2018-10-19,5.5598
2018-10-20,
2018-10-21,
2018-10-22,5.6235
2018-10-23,5.6582
2018-10-24,5.7814
2018-10-25,5.7273
2018-10-26,5.6899
2018-10-27,
2018-10-28,
2018-10-29,
2018-10-30,5.6287
2018-10-31,5.5303
2018-11-01,5.508
2018-11-02,5.5804
2018-11-03,
2018-11-04,
2018-11-05,5.4712
2018-11-06,5.4569
2018-11-07,5.3514
2018-11-08,5.3672
2018-11-09,5.4193
2018-11-10,
2018-11-11,
2018-11-12,5.4918
2018-11-13,5.4862
2018-11-14,5.4868
2018-11-15,5.4724
2018-11-16,5.4275
2018-11-17,
2018-11-18,
2018-11-19,5.3508
2018-11-20,5.3327
2018-11-21,5.3368
2018-11-22,5.3593
2018-11-23,5.3124
2018-11-24,
2018-11-25,
2018-11-26,5.2866
2018-11-27,5.2538
2018-11-28,5.2461
2018-11-29,5.258
2018-11-30,5.1742
2018-12-01,
2018-12-02,
2018-12-03,5.1663
2018-12-04,5.2
2018-12-05,5.2818
2018-12-06,5.3829
2018-12-07,5.3705
2018-12-08,
2018-12-09,
2018-12-10,5.3353
2018-12-11,5.2905
2018-12-12,5.3601
2018-12-13,5.373
2018-12-14,5.3708
2018-12-15,
2018-12-16,
2018-12-17,5.3807
2018-12-18,5.3863
2018-12-19,5.36
2018-12-20,5.341
2018-12-21,5.2695
2018-12-22,
2018-12-23,
2018-12-24,5.2841
2018-12-25,5.3021
2018-12-26,5.313
2018-12-27,5.2927
2018-12-28,5.2985
2018-12-29,
2018-12-30,
2018-12-31,5.2704
2019-01-01,
2019-01-02,5.2905
2019-01-03,5.3412
2019-01-04,5.4686
2019-01-05,
2019-01-06,
2019-01-07,5.4186
2019-01-08,5.3693
2019-01-09,5.4362
2019-01-10,5.5072
2019-01-11,5.4724
2019-01-12,
2019-01-13,
2019-01-14,5.434
2019-01-15,5.5203
2019-01-16,5.4499
2019-01-17,5.4134
2019-01-18,5.3659
2019-01-19,
2019-01-20,
2019-01-21,5.3526
2019-01-22,5.3465
2019-01-23,5.3551
2019-01-24,5.3238
2019-01-25,5.2835
2019-01-26,
2019-01-27,
2019-01-28,5.2736
2019-01-29,5.2858
2019-01-30,5.3436
2019-01-31,5.2876
2019-02-01,5.2203
2019-02-02,
2019-02-03,
2019-02-04,5.2038
2019-02-05,5.2288
2019-02-06,5.2073
2019-02-07,5.2183
2019-02-08,5.2502
2019-02-09,
2019-02-10,
2019-02-11,5.2532
2019-02-12,5.2651
2019-02-13,5.2733
2019-02-14,5.2523
2019-02-15,5.2962
2019-02-16,
2019-02-17,
2019-02-18,5.2696
2019-02-19,5.3018
2019-02-20,5.3147
2019-02-21,5.3059
2019-02-22,5.3236
2019-02-23,
2019-02-24,
2019-02-25,5.3264
2019-02-26,5.3154
2019-02-27,5.3044
2019-02-28,5.3
2019-03-01,5.3273
2019-03-02,
2019-03-03,
2019-03-04,5.3538
2019-03-05,5.3878
2019-03-06,5.3767
2019-03-07,5.3887
2019-03-08,5.4407
2019-03-09,
2019-03-10,
2019-03-11,5.4642
2019-03-12,5.4443
2019-03-13,5.4457
2019-03-14,5.4621
2019-03-15,5.4716
2019-03-16,
2019-03-17,
2019-03-18,5.4662
2019-03-19,5.4643
2019-03-20,5.4741
2019-03-21,5.4799
2019-03-22,5.449
2019-03-23,
2019-03-24,
2019-03-25,5.5373
2019-03-26,5.6559
2019-03-27,5.5044
2019-03-28,5.3403
2019-03-29,5.5523
2019-03-30,
2019-03-31,
2019-04-01,5.6386
2019-04-02,5.6086
2019-04-03,5.5669
2019-04-04,5.6168
2019-04-05,5.6392
2019-04-06,
2019-04-07,
2019-04-08,5.6024
2019-04-09,5.6774
2019-04-10,5.6678
2019-04-11,5.6829
2019-04-12,5.7215
2019-04-13,
2019-04-14,
2019-04-15,5.7931
2019-04-16,5.7956
2019-04-17,5.7996
2019-04-18,5.7531
2019-04-19,5.8199
2019-04-20,
2019-04-21,
2019-04-22,5.8025
2019-04-23,
2019-04-24,5.8358
2019-04-25,5.8703
2019-04-26,5.9033
2019-04-27,
2019-04-28,
2019-04-29,5.934
2019-04-30,5.9389
2019-05-01,
2019-05-02,5.9671
2019-05-03,5.9679
2019-05-04,
2019-05-05,
2019-05-06,5.9709
2019-05-07,6.0023
2019-05-08,6.1586
2019-05-09,6.1718
2019-05-10,6.2138
2019-05-11,
2019-05-12,
2019-05-13,6.1239
2019-05-14,6.0936
2019-05-15,6.0547
2019-05-16,6.0638
2019-05-17,6.0107
2019-05-18,
2019-05-19,
2019-05-20,6.0572
2019-05-21,6.0509
2019-05-22,6.0534
2019-05-23,6.0872
2019-05-24,6.1362
2019-05-25,
2019-05-26,
2019-05-27,6.0766
2019-05-28,6.0569
2019-05-29,6.0501
2019-05-30,6.0261
2019-05-31,5.9342
2019-06-01,
2019-06-02,
2019-06-03,5.8718
2019-06-04,
2019-06-05,
2019-06-06,
2019-06-07,5.8718
2019-06-08,
2019-06-09,
2019-06-10,5.846
2019-06-11,5.8174
2019-06-12,5.7895
2019-06-13,5.8101
2019-06-14,5.8369
2019-06-15,
2019-06-16,
2019-06-17,5.8932
2019-06-18,5.881
2019-06-19,5.8515
2019-06-20,5.8624
2019-06-21,5.7414
2019-06-22,
2019-06-23,
2019-06-24,5.802
2019-06-25,5.7547
2019-06-26,5.8008
2019-06-27,5.7734
2019-06-28,5.7769
2019-06-29,
2019-06-30,
2019-07-01,5.7654
2019-07-02,5.6895
2019-07-03,5.6772
2019-07-04,5.6394
2019-07-05,5.6035
2019-07-06,
2019-07-07,
2019-07-08,5.6108
2019-07-09,5.733
2019-07-10,5.7225
2019-07-11,5.7485
2019-07-12,5.6767
2019-07-13,
2019-07-14,
2019-07-15,
2019-07-16,5.7019
2019-07-17,5.713
2019-07-18,5.7031
2019-07-19,5.7014
2019-07-20,
2019-07-21,
2019-07-22,5.6417
2019-07-23,5.6786
2019-07-24,5.6886
2019-07-25,5.7238
2019-07-26,5.7093
2019-07-27,
2019-07-28,
2019-07-29,5.6665
2019-07-30,5.6373
2019-07-31,5.581
2019-08-01,5.5326
2019-08-02,5.5916
2019-08-03,
2019-08-04,
2019-08-05,5.591
2019-08-06,5.566
2019-08-07,5.5415
2019-08-08,5.4957
2019-08-09,5.4842
2019-08-10,
2019-08-11,
2019-08-12,
2019-08-13,
2019-08-14,
2019-08-15,5.4907
2019-08-16,5.5814
2019-08-17,
2019-08-18,
2019-08-19,5.5497
2019-08-20,5.5875
2019-08-21,5.7149
2019-08-22,5.7199
2019-08-23,5.7581
2019-08-24,
2019-08-25,
2019-08-26,5.7642
2019-08-27,5.8133
2019-08-28,5.8362
2019-08-29,5.8098
2019-08-30,
2019-08-31,
2019-09-01,
2019-09-02,5.8245
2019-09-03,5.8149
2019-09-04,5.783
2019-09-05,5.6758
2019-09-06,5.6848
2019-09-07,
2019-09-08,
2019-09-09,5.7035
2019-09-10,5.7318
2019-09-11,5.7671
2019-09-12,5.7815
2019-09-13,5.7387
2019-09-14,
2019-09-15,
2019-09-16,5.6767
2019-09-17,5.7228
2019-09-18,5.733
2019-09-19,5.6888
2019-09-20,5.702
2019-09-21,
2019-09-22,
2019-09-23,5.6991
2019-09-24,5.7286
2019-09-25,5.6845
2019-09-26,5.6984
2019-09-27,5.6761
2019-09-28,
2019-09-29,
2019-09-30,5.6693
2019-10-01,5.6539
2019-10-02,5.6855
2019-10-03,5.7383
2019-10-04,5.6956
2019-10-05,
2019-10-06,
2019-10-07,5.6997
2019-10-08,5.7446
2019-10-09,5.8265
2019-10-10,5.8381
2019-10-11,5.881
2019-10-12,
2019-10-13,
2019-10-14,5.8522
2019-10-15,5.9209
2019-10-16,5.8987
2019-10-17,5.9021
2019-10-18,5.8912
2019-10-19,
2019-10-20,
2019-10-21,5.7794
2019-10-22,5.8228
2019-10-23,5.8408
2019-10-24,5.7816
2019-10-25,5.752
2019-10-26,
2019-10-27,
2019-10-28,5.7688
2019-10-29,
2019-10-30,5.7688
2019-10-31,5.7466
2019-11-01,5.7186
2019-11-02,
2019-11-03,
2019-11-04,5.7291
2019-11-05,5.6934
2019-11-06,5.7386
2019-11-07,5.7584
2019-11-08,5.747
2019-11-09,
2019-11-10,
2019-11-11,5.7532
2019-11-12,5.7808
2019-11-13,5.7769
2019-11-14,5.7676
2019-11-15,5.7674
2019-11-16,
2019-11-17,
2019-11-18,5.7573
2019-11-19,5.7407
2019-11-20,5.7256
2019-11-21,5.7066
2019-11-22,5.6998
2019-11-23,
2019-11-24,
2019-11-25,5.7021
2019-11-26,5.7294
2019-11-27,5.7486
2019-11-28,5.7632
2019-11-29,5.7682
2019-11-30,
2019-12-01,
2019-12-02,5.7507
2019-12-03,5.7529
2019-12-04,5.7468
2019-12-05,5.7463
2019-12-06,5.7591
2019-12-07,
2019-12-08,
2019-12-09,5.7582
2019-12-10,5.801
2019-12-11,5.8092
2019-12-12,5.8086
2019-12-13,5.798
2019-12-14,
2019-12-15,
2019-12-16,5.783
2019-12-17,5.8449
2019-12-18,5.8664
2019-12-19,5.9097
2019-12-20,5.9359
2019-12-21,
2019-12-22,
2019-12-23,5.9222
2019-12-24,5.9398
2019-12-25,5.9471
2019-12-26,5.94
2019-12-27,5.9409
2019-12-28,
2019-12-29,
2019-12-30,5.9477
2019-12-31,5.9509
2020-01-01,
2020-01-02,5.9507
2020-01-03,5.9585
2020-01-04,
2020-01-05,
2020-01-06,5.9734
2020-01-07,5.9766
2020-01-08,5.9701
2020-01-09,5.9679
2020-01-10,5.8916
2020-01-11,
2020-01-12,
2020-01-13,5.8819
2020-01-14,5.8635
2020-01-15,5.8917
2020-01-16,5.8933
2020-01-17,5.879
2020-01-18,
2020-01-19,
2020-01-20,5.867
2020-01-21,5.9085
2020-01-22,5.9297
2020-01-23,5.94
2020-01-24,5.9259
2020-01-25,
2020-01-26,
2020-01-27,5.9394
2020-01-28,5.9478
2020-01-29,5.9441
2020-01-30,5.9512
2020-01-31,5.9824
2020-02-01,
2020-02-02,
2020-02-03,5.9833
2020-02-04,5.9863
2020-02-05,5.9822
2020-02-06,5.9867
2020-02-07,5.9891
2020-02-08,
2020-02-09,
2020-02-10,5.9884
2020-02-11,6.0059
2020-02-12,6.038
2020-02-13,6.0324
2020-02-14,6.0568
2020-02-15,
2020-02-16,
2020-02-17,6.0579
2020-02-18,6.046
2020-02-19,6.0687
2020-02-20,6.069
2020-02-21,6.0934
2020-02-22,
2020-02-23,
2020-02-24,6.1133
2020-02-25,6.1494
2020-02-26,6.1328
2020-02-27,6.1574
2020-02-28,6.1704
2020-02-29,
2020-03-01,
2020-03-02,6.2371
2020-03-03,6.2304
2020-03-04,6.2055
2020-03-05,6.1014
2020-03-06,6.0882
2020-03-07,
2020-03-08,
2020-03-09,6.093
2020-03-10,6.1208
2020-03-11,6.1261
2020-03-12,6.1613
2020-03-13,6.2376
2020-03-14,
2020-03-15,
2020-03-16,6.2824
2020-03-17,6.3743
2020-03-18,6.4644
2020-03-19,6.4628
2020-03-20,6.5271
2020-03-21,
2020-03-22,
2020-03-23,6.4956
2020-03-24,6.5983
2020-03-25,6.506
2020-03-26,6.4139
2020-03-27,6.4676
2020-03-28,
2020-03-29,
2020-03-30,6.4462
2020-03-31,6.5277
2020-04-01,6.5815
2020-04-02,6.6548
2020-04-03,6.6792
2020-04-04,
2020-04-05,
2020-04-06,6.7024
2020-04-07,6.7671
2020-04-08,6.7496
2020-04-09,6.7827
2020-04-10,6.7504
2020-04-11,
2020-04-12,
2020-04-13,6.6998
2020-04-14,6.774
2020-04-15,6.7874
2020-04-16,6.8628
2020-04-17,6.9197
2020-04-18,
2020-04-19,
2020-04-20,6.9255
2020-04-21,6.9207
2020-04-22,6.9719
2020-04-23,
2020-04-24,6.9833
2020-04-25,
2020-04-26,
2020-04-27,6.9715
2020-04-28,6.9801
2020-04-29,7.0006
2020-04-30,6.9913
2020-05-01,
2020-05-02,
2020-05-03,
2020-05-04,6.9845
2020-05-05,7.0278
2020-05-06,7.0677
2020-05-07,7.1463
2020-05-08,7.2339
2020-05-09,
2020-05-10,
2020-05-11,7.1088
2020-05-12,7.0803
2020-05-13,7.0248
2020-05-14,6.9915
2020-05-15,6.9668
2020-05-16,
2020-05-17,
2020-05-18,6.9166
2020-05-19,
2020-05-20,6.872
2020-05-21,6.7963
2020-05-22,6.8005
2020-05-23,
2020-05-24,
2020-05-25,
2020-05-26,
2020-05-27,6.804
2020-05-28,6.7729
2020-05-29,6.8016
2020-05-30,
2020-05-31,
2020-06-01,6.826
2020-06-02,6.8181
2020-06-03,6.7939
2020-06-04,6.7429
2020-06-05,6.7598
2020-06-06,
2020-06-07,
2020-06-08,6.7695
2020-06-09,6.7836
2020-06-10,6.7951
2020-06-11,6.7899
2020-06-12,6.7949
2020-06-13,
2020-06-14,
2020-06-15,6.8265
2020-06-16,6.8343
2020-06-17,6.8377
2020-06-18,6.8456
2020-06-19,6.8573
2020-06-20,
2020-06-21,
2020-06-22,6.8563
2020-06-23,6.8545
2020-06-24,6.8563
2020-06-25,6.8575
2020-06-26,6.8558
2020-06-27,
2020-06-28,
2020-06-29,6.854
2020-06-30,6.8545
2020-07-01,6.8555
2020-07-02,6.8555
2020-07-03,6.8552
2020-07-04,
2020-07-05,
2020-07-06,6.8545
2020-07-07,6.859
2020-07-08,6.8642
2020-07-09,6.8647
2020-07-10,6.8654
2020-07-11,
2020-07-12,
2020-07-13,6.8638
2020-07-14,6.8652
2020-07-15,
2020-07-16,6.8648
2020-07-17,6.8573
2020-07-18,
2020-07-19,
2020-07-20,6.8563
2020-07-21,6.8562
2020-07-22,6.8553
2020-07-23,6.8495
2020-07-24,6.8471
2020-07-25,
2020-07-26,
2020-07-27,6.8476
2020-07-28,6.8487
2020-07-29,6.897
2020-07-30,6.9497
2020-07-31,
2020-08-01,
2020-08-02,
2020-08-03,
2020-08-04,6.9497
2020-08-05,6.9459
2020-08-06,6.9998
2020-08-07,7.1722
2020-08-08,
2020-08-09,
2020-08-10,7.2792
2020-08-11,7.3128
2020-08-12,7.2613
2020-08-13,7.2996
2020-08-14,7.3278
2020-08-15,
2020-08-16,
2020-08-17,7.3577
2020-08-18,7.381
2020-08-19,7.3812
2020-08-20,7.3609
2020-08-21,7.3083
2020-08-22,
2020-08-23,
2020-08-24,7.2286
2020-08-25,7.3504
2020-08-26,7.3807
2020-08-27,7.3591
2020-08-28,7.3306
2020-08-29,
2020-08-30,
2020-08-31,7.3182
2020-09-01,7.3393
2020-09-02,7.3553
2020-09-03,7.3696
2020-09-04,7.4127
2020-09-05,
2020-09-06,
2020-09-07,7.4267
2020-09-08,7.4483
2020-09-09,7.4672
2020-09-10,7.4805
2020-09-11,7.4688
2020-09-12,
2020-09-13,
2020-09-14,7.453
2020-09-15,7.4823
2020-09-16,7.4803
2020-09-17,7.4812
2020-09-18,7.5287
2020-09-19,
2020-09-20,
2020-09-21,7.548
2020-09-22,7.5857
2020-09-23,7.6389
2020-09-24,7.6708
2020-09-25,7.6768
2020-09-26,
2020-09-27,
2020-09-28,7.5682
2020-09-29,7.7647
2020-09-30,7.8221
2020-10-01,7.7662
2020-10-02,7.7085
2020-10-03,
2020-10-04,
2020-10-05,7.7427
2020-10-06,7.7446
2020-10-07,7.7591
2020-10-08,7.8408
2020-10-09,7.9073
2020-10-10,
2020-10-11,
2020-10-12,7.9215
2020-10-13,7.8815
2020-10-14,7.892
2020-10-15,7.9348
2020-10-16,7.9259
2020-10-17,
2020-10-18,
2020-10-19,7.9272
2020-10-20,7.892
2020-10-21,7.8903
2020-10-22,7.832
2020-10-23,7.8166
2020-10-24,
2020-10-25,
2020-10-26,7.9522
2020-10-27,8.0429
2020-10-28,8.1357
2020-10-29,
2020-10-30,8.1357
2020-10-31,
2020-11-01,
2020-11-02,8.3232
2020-11-03,8.3911
2020-11-04,8.4698
2020-11-05,8.4705
2020-11-06,8.4569
2020-11-07,
2020-11-08,
2020-11-09,8.4765
2020-11-10,8.1926
2020-11-11,8.2507
2020-11-12,8.0622
2020-11-13,7.8037
2020-11-14,
2020-11-15,
2020-11-16,7.6435
2020-11-17,7.6889
2020-11-18,7.7533
2020-11-19,7.7334
2020-11-20,7.6837
2020-11-21,
2020-11-22,
2020-11-23,7.5922
2020-11-24,7.7733
2020-11-25,7.9313
2020-11-26,7.9558
2020-11-27,7.9088
2020-11-28,
2020-11-29,
2020-11-30,7.8116
2020-12-01,7.8032
2020-12-02,7.8553
2020-12-03,7.8221
2020-12-04,7.8614
2020-12-05,
2020-12-06,
2020-12-07,7.7936
2020-12-08,7.8514
2020-12-09,7.8227
2020-12-10,7.8344
2020-12-11,7.864
2020-12-12,
2020-12-13,
2020-12-14,7.9492
2020-12-15,7.8841
2020-12-16,7.8473
2020-12-17,7.8013
2020-12-18,7.765
2020-12-19,
2020-12-20,
2020-12-21,7.7036
2020-12-22,7.6907
2020-12-23,7.6505
2020-12-24,7.6458
2020-12-25,7.6327
2020-12-26,
2020-12-27,
2020-12-28,7.5653
2020-12-29,7.4873
2020-12-30,7.4197
2020-12-31,7.3537
2021-01-01,
2021-01-02,
2021-01-03,
2021-01-04,7.4327
2021-01-05,7.3734
2021-01-06,7.3999
2021-01-07,7.3432
2021-01-08,7.2864
2021-01-09,
2021-01-10,
2021-01-11,7.3622
2021-01-12,7.4565
2021-01-13,7.4743
2021-01-14,7.4419
2021-01-15,7.4018
2021-01-16,
2021-01-17,
2021-01-18,7.401
2021-01-19,7.5087
2021-01-20,7.4619
2021-01-21,7.4501
2021-01-22,7.3969
2021-01-23,
2021-01-24,
2021-01-25,7.4118
2021-01-26,7.393
2021-01-27,7.3968
2021-01-28,7.3676
2021-01-29,7.3856
2021-01-30,
2021-01-31,
2021-02-01,7.3348
2021-02-02,7.2315
2021-02-03,7.1501
2021-02-04,7.1627
2021-02-05,7.1453
2021-02-06,
2021-02-07,
2021-02-08,7.0917
2021-02-09,7.0791
2021-02-10,7.0949
2021-02-11,7.064
2021-02-12,7.0531
2021-02-13,
2021-02-14,
2021-02-15,7.0288
2021-02-16,6.985
2021-02-17,6.9275
2021-02-18,7.0167
2021-02-19,6.9652
2021-02-20,
2021-02-21,
2021-02-22,6.9736
2021-02-23,7.0066
2021-02-24,7.038
2021-02-25,7.1485
2021-02-26,7.2054
2021-02-27,
2021-02-28,
2021-03-01,7.3841
2021-03-02,7.316
2021-03-03,7.3248
2021-03-04,7.3524
2021-03-05,7.4659
2021-03-06,
2021-03-07,
2021-03-08,7.5231
2021-03-09,7.6075
2021-03-10,7.654
2021-03-11,7.6088
2021-03-12,7.4581
2021-03-13,
2021-03-14,
2021-03-15,7.5846
2021-03-16,7.551
2021-03-17,7.5176
2021-03-18,7.5115
2021-03-19,7.4708
2021-03-20,
2021-03-21,
2021-03-22,7.2801
2021-03-23,7.9182
2021-03-24,7.8222
2021-03-25,7.9809
2021-03-26,7.9552
2021-03-27,
2021-03-28,
2021-03-29,8.0037
2021-03-30,8.1338
2021-03-31,8.341
2021-04-01,8.3408
2021-04-02,8.1854
2021-04-03,
2021-04-04,
2021-04-05,8.0506
2021-04-06,8.154
2021-04-07,8.1588
2021-04-08,8.1836
2021-04-09,8.1665
2021-04-10,
2021-04-11,
2021-04-12,8.153
2021-04-13,8.1828
2021-04-14,8.153
2021-04-15,8.0875
2021-04-16,8.0712
2021-04-17,
2021-04-18,
2021-04-19,8.0719
2021-04-20,8.0659
2021-04-21,8.1157
2021-04-22,8.158
2021-04-23,
2021-04-24,
2021-04-25,
2021-04-26,8.2843
2021-04-27,8.3445
2021-04-28,8.2458
2021-04-29,8.2008
2021-04-30,8.19
2021-05-01,
2021-05-02,
2021-05-03,8.2459
2021-05-04,8.3069
2021-05-05,8.3241
2021-05-06,8.355
2021-05-07,8.3211
2021-05-08,
2021-05-09,
2021-05-10,8.2879
2021-05-11,8.2605
2021-05-12,8.3016
2021-05-13,
2021-05-14,
2021-05-15,
2021-05-16,
2021-05-17,8.3016
2021-05-18,8.3619
2021-05-19,
2021-05-20,8.3431
2021-05-21,8.384
2021-05-22,
2021-05-23,
2021-05-24,8.3705
2021-05-25,8.3962
2021-05-26,8.4098
2021-05-27,8.4482
2021-05-28,8.4475
2021-05-29,
2021-05-30,
2021-05-31,8.5651
2021-06-01,8.5143
2021-06-02,8.5185
2021-06-03,8.6221
2021-06-04,8.6387
2021-06-05,
2021-06-06,
2021-06-07,8.6976
2021-06-08,8.6356
2021-06-09,8.6046
2021-06-10,8.5904
2021-06-11,8.5467
2021-06-12,
2021-06-13,
2021-06-14,8.3697
2021-06-15,8.3524
2021-06-16,8.5628
2021-06-17,8.5371
2021-06-18,8.6398
2021-06-19,
2021-06-20,
2021-06-21,8.6802
2021-06-22,8.7655
2021-06-23,8.7359
2021-06-24,8.6294
2021-06-25,8.6749
2021-06-26,
2021-06-27,
2021-06-28,8.6928
2021-06-29,8.7376
2021-06-30,8.7208
2021-07-01,8.6959
2021-07-02,8.6924
2021-07-03,
2021-07-04,
2021-07-05,8.6954
2021-07-06,8.6806
2021-07-07,8.6671
2021-07-08,8.6813
2021-07-09,8.7024
2021-07-10,
2021-07-11,
2021-07-12,8.6872
2021-07-13,8.6475
2021-07-14,8.6188
2021-07-15,
2021-07-16,8.6278
2021-07-17,
2021-07-18,
2021-07-19,8.5252
2021-07-20,
2021-07-21,
2021-07-22,
2021-07-23,
2021-07-24,
2021-07-25,
2021-07-26,8.5252
2021-07-27,8.5885
2021-07-28,8.5758
2021-07-29,8.56
2021-07-30,8.5128
2021-07-31,
2021-08-01,
2021-08-02,8.429
2021-08-03,8.4001
2021-08-04,8.3379
2021-08-05,8.4344
2021-08-06,8.5416
2021-08-07,
2021-08-08,
2021-08-09,8.5773
2021-08-10,8.6582
2021-08-11,8.6361
2021-08-12,8.6399
2021-08-13,8.5877
2021-08-14,
2021-08-15,
2021-08-16,8.5512
2021-08-17,8.4833
2021-08-18,8.4293
2021-08-19,8.4784
2021-08-20,8.5264
2021-08-21,
2021-08-22,
2021-08-23,8.5407
2021-08-24,8.4724
2021-08-25,8.4283
2021-08-26,8.3948
2021-08-27,8.3729
2021-08-28,
2021-08-29,
2021-08-30,
2021-08-31,8.3903
2021-09-01,8.3192
2021-09-02,8.3025
2021-09-03,8.2782
2021-09-04,
2021-09-05,
2021-09-06,8.3099
2021-09-07,8.2916
2021-09-08,8.313
2021-09-09,8.4214
2021-09-10,8.4808
2021-09-11,
2021-09-12,
2021-09-13,8.4195
2021-09-14,8.4593
2021-09-15,8.4466
2021-09-16,8.4424
2021-09-17,8.4554
2021-09-18,
2021-09-19,
2021-09-20,8.5832
2021-09-21,8.6804
2021-09-22,8.6456
2021-09-23,8.6505
2021-09-24,8.674
2021-09-25,
2021-09-26,
2021-09-27,8.8399
2021-09-28,8.8514
2021-09-29,8.8745
2021-09-30,8.8592
2021-10-01,8.8945
2021-10-02,
2021-10-03,
2021-10-04,8.8628
2021-10-05,8.8682
2021-10-06,8.8603
2021-10-07,8.9226
2021-10-08,8.8769
2021-10-09,
2021-10-10,
2021-10-11,8.9142
2021-10-12,8.9528
2021-10-13,9.0158
2021-10-14,9.0384
2021-10-15,9.158
2021-10-16,
2021-10-17,
2021-10-18,9.2159
2021-10-19,9.2834
2021-10-20,9.3012
2021-10-21,9.3307
2021-10-22,9.3024
2021-10-23,
2021-10-24,
2021-10-25,9.6033
2021-10-26,9.7537
2021-10-27,9.4745
2021-10-28,9.4984
2021-10-29,
2021-10-30,
2021-10-31,
2021-11-01,9.4984
2021-11-02,9.5458
2021-11-03,9.5342
2021-11-04,9.6744
2021-11-05,9.7059
2021-11-06,
2021-11-07,
2021-11-08,9.7175
2021-11-09,9.7022
2021-11-10,9.7204
2021-11-11,9.7988
2021-11-12,9.9349
2021-11-13,
2021-11-14,
2021-11-15,9.9283
2021-11-16,9.9984
2021-11-17,10.1854
2021-11-18,10.418
2021-11-19,10.7155
2021-11-20,
2021-11-21,
2021-11-22,11.0465
2021-11-23,11.1913
2021-11-24,12.1775
2021-11-25,12.6309
2021-11-26,12.0217
2021-11-27,
2021-11-28,
2021-11-29,12.1004
2021-11-30,12.6823
2021-12-01,12.962
2021-12-02,13.3603
2021-12-03,13.4309
2021-12-04,
2021-12-05,
2021-12-06,13.7048
2021-12-07,13.7988
2021-12-08,13.6913
2021-12-09,13.6486
2021-12-10,13.7679
2021-12-11,
2021-12-12,
2021-12-13,13.8596
2021-12-14,14.2721
2021-12-15,14.2
2021-12-16,14.6613
2021-12-17,15.2392
2021-12-18,
2021-12-19,
2021-12-20,16.3652
2021-12-21,17.5046
2021-12-22,13.0461
2021-12-23,12.476
2021-12-24,11.4714
2021-12-25,
2021-12-26,
2021-12-27,11.7489
2021-12-28,11.4105
2021-12-29,11.8515
2021-12-30,12.2439
2021-12-31,13.0009
2022-01-01,
2022-01-02,
2022-01-03,13.353
2022-01-04,13.4463
2022-01-05,13.211
2022-01-06,13.3928
2022-01-07,13.6598
2022-01-08,
2022-01-09,
2022-01-10,13.7774
2022-01-11,13.7442
2022-01-12,13.7562
2022-01-13,13.7456
2022-01-14,13.5644
2022-01-15,
2022-01-16,
2022-01-17,13.5298
2022-01-18,13.5031
2022-01-19,13.5352
2022-01-20,13.5947
2022-01-21,13.4673
2022-01-22,
2022-01-23,
2022-01-24,13.4261
2022-01-25,13.4087
2022-01-26,13.5243
2022-01-27,13.5272
2022-01-28,13.6177
2022-01-29,
2022-01-30,
2022-01-31,13.6311
2022-02-01,13.4257
2022-02-02,13.391
2022-02-03,13.4529
2022-02-04,13.5787
2022-02-05,
2022-02-06,
2022-02-07,13.558
2022-02-08,13.5673
2022-02-09,13.6406
2022-02-10,13.5919
2022-02-11,13.5566
2022-02-12,
2022-02-13,
2022-02-14,13.5176
2022-02-15,13.5622
2022-02-16,13.6277
2022-02-17,13.6399
2022-02-18,13.628
2022-02-19,
2022-02-20,
2022-02-21,13.6363
2022-02-22,13.6369
